! Time(s)	BldPitch1(rad)	BldPitch2(rad)	BldPitch3(rad)	GenTq(Nm)	Azimuth(rad)
2.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.05000000
2.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.07500000
2.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.10000000
2.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.12500000
2.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.15000000
2.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.17500000
2.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.20000000
2.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.22500000
2.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.25000000
2.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.27500000
2.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.30000000
2.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.32500000
2.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.35000000
2.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.37500000
2.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.40000000
2.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.42500000
2.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.45000000
2.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.47500000
2.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.50000000
2.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.52500000
2.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.55000000
2.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.57500000
2.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.60000000
2.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.62500000
2.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.65000000
2.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.67500000
2.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.70000000
2.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.72500000
2.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.75000000
2.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.77500000
2.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.80000000
2.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.82500000
2.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.85000000
2.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.87500000
2.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.90000000
2.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.92500000
2.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.95000000
2.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	2.97500000
3.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.00000000
3.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.02500000
3.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.05000000
3.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.07500000
3.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.10000000
3.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.12500000
3.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.15000000
3.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.17500000
3.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.20000000
3.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.22500000
3.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.25000000
3.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.27500000
3.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.30000000
3.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.32500000
3.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.35000000
3.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.37500000
3.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.40000000
3.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.42500000
3.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.45000000
3.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.47500000
3.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.50000000
3.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.52500000
3.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.55000000
3.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.57500000
3.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.60000000
3.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.62500000
3.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.65000000
3.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.67500000
3.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.70000000
3.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.72500000
3.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.75000000
3.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.77500000
3.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.80000000
3.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.82500000
3.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.85000000
3.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.87500000
3.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.90000000
3.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.92500000
3.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.95000000
3.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	3.97500000
4.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.00000000
4.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.02500000
4.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.05000000
4.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.07500000
4.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.10000000
4.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.12500000
4.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.15000000
4.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.17500000
4.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.20000000
4.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.22500000
4.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.25000000
4.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.27500000
4.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.30000000
4.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.32500000
4.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.35000000
4.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.37500000
4.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.40000000
4.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.42500000
4.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.45000000
4.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.47500000
4.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.50000000
4.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.52500000
4.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.55000000
4.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.57500000
4.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.60000000
4.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.62500000
4.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.65000000
4.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.67500000
4.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.70000000
4.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.72500000
4.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.75000000
4.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.77500000
4.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.80000000
4.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.82500000
4.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.85000000
4.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.87500000
4.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.90000000
4.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.92500000
4.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.95000000
4.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	4.97500000
5.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.00000000
5.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.02500000
5.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.05000000
5.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.07500000
5.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.10000000
5.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.12500000
5.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.15000000
5.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.17500000
5.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.20000000
5.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.22500000
5.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.25000000
5.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.27500000
5.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.30000000
5.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.32500000
5.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.35000000
5.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.37500000
5.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.40000000
5.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.42500000
5.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.45000000
5.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.47500000
5.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.50000000
5.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.52500000
5.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.55000000
5.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.57500000
5.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.60000000
5.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.62500000
5.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.65000000
5.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.67500000
5.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.70000000
5.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.72500000
5.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.75000000
5.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.77500000
5.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.80000000
5.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.82500000
5.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.85000000
5.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.87500000
5.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.90000000
5.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.92500000
5.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.95000000
5.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	5.97500000
6.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.00000000
6.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.02500000
6.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.05000000
6.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.07500000
6.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.10000000
6.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.12500000
6.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.15000000
6.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.17500000
6.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.20000000
6.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.22500000
6.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.25000000
6.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.27500000
6.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.30000000
6.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.32500000
6.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.35000000
6.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.37500000
6.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.40000000
6.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.42500000
6.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.45000000
6.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.47500000
6.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.50000000
6.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.52500000
6.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.55000000
6.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.57500000
6.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.60000000
6.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.62500000
6.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.65000000
6.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.67500000
6.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.70000000
6.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.72500000
6.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.75000000
6.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.77500000
6.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.80000000
6.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.82500000
6.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.85000000
6.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.87500000
6.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.90000000
6.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.92500000
6.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.95000000
6.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	6.97500000
7.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.00000000
7.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.02500000
7.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.05000000
7.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.07500000
7.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.10000000
7.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.12500000
7.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.15000000
7.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.17500000
7.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.20000000
7.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.22500000
7.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.25000000
7.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.27500000
7.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.30000000
7.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.32500000
7.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.35000000
7.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.37500000
7.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.40000000
7.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.42500000
7.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.45000000
7.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.47500000
7.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.50000000
7.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.52500000
7.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.55000000
7.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.57500000
7.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.60000000
7.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.62500000
7.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.65000000
7.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.67500000
7.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.70000000
7.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.72500000
7.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.75000000
7.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.77500000
7.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.80000000
7.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.82500000
7.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.85000000
7.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.87500000
7.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.90000000
7.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.92500000
7.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.95000000
7.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	7.97500000
8.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.00000000
8.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.02500000
8.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.05000000
8.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.07500000
8.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.10000000
8.12500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.12500000
8.15000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.15000000
8.17500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.17500000
8.20000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.20000000
8.22500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.22500000
8.25000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.25000000
8.27500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.27500000
8.30000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.30000000
8.32500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.32500000
8.35000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.35000000
8.37500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.37500000
8.40000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.40000000
8.42500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.42500000
8.45000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.45000000
8.47500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.47500000
8.50000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.50000000
8.52500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.52500000
8.55000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.55000000
8.57500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.57500000
8.60000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.60000000
8.62500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.62500000
8.65000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.65000000
8.67500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.67500000
8.70000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.70000000
8.72500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.72500000
8.75000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.75000000
8.77500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.77500000
8.80000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.80000000
8.82500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.82500000
8.85000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.85000000
8.87500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.87500000
8.90000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.90000000
8.92500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.92500000
8.95000000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.95000000
8.97500000	0.00000000	0.00000000	0.00000000	9812023.00000000	8.97500000
9.00000000	0.00000000	0.00000000	0.00000000	9812023.00000000	9.00000000
9.02500000	0.00000000	0.00000000	0.00000000	9812023.00000000	9.02500000
9.05000000	0.00000000	0.00000000	0.00000000	9812023.00000000	9.05000000
9.07500000	0.00000000	0.00000000	0.00000000	9812023.00000000	9.07500000
9.10000000	0.00000000	0.00000000	0.00000000	9812023.00000000	9.10000000
