reset,minValue,maxValue,error,kp,ki,kd,tf,DT,I0,EFilt,PTerm,ITerm_in,ITerm_upd,ITerm_sat,DTerm,raw,result
0,0,-300,0,-300,0.5,-600,600,300,-600,nan,-0,-998.04799195236785,-998.04799195236785,-300,nan,nan,-300
1,0,-300,0,-300,0.5,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,-0.25,-600,600,300,-600,nan,-0,-998.02625267772532,-998.02625267772532,-300,nan,nan,-300
1,0,-300,0,-300,-0.25,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,0.125,-600,600,300,-600,nan,-0,-997.91593743249734,-997.91593743249734,-300,nan,nan,-300
1,0,-300,0,-300,0.125,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,-1000,-600,600,300,-600,nan,-0,-998.00611305249413,-998.00611305249413,-300,nan,nan,-300
1,0,-300,0,-300,-1000,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,1000,-600,600,300,-600,nan,-0,-997.94140341348862,-997.94140341348862,-300,nan,nan,-300
1,0,-300,0,-300,1000,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,0,600,300,-600,nan,-0,-997.86100695492689,-997.86100695492689,-300,nan,nan,-300
1,0,-300,0,-300,300,0,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,1,600,300,-600,nan,-0,-998.04063692153306,-998.04063692153306,-300,nan,nan,-300
1,0,-300,0,-300,300,1,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-1,600,300,-600,nan,-0,-997.8194218855964,-997.8194218855964,-300,nan,nan,-300
1,0,-300,0,-300,300,-1,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,0.5,600,300,-600,nan,-0,-998.04130722846753,-998.04130722846753,-300,nan,nan,-300
1,0,-300,0,-300,300,0.5,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-0.25,600,300,-600,nan,-0,-997.93161452368474,-997.93161452368474,-300,nan,nan,-300
1,0,-300,0,-300,300,-0.25,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,0.125,600,300,-600,nan,-0,-997.81575572070142,-997.81575572070142,-300,nan,nan,-300
1,0,-300,0,-300,300,0.125,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-1000,600,300,-600,nan,-0,-998.04285713105082,-998.04285713105082,-300,nan,nan,-300
1,0,-300,0,-300,300,-1000,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,1000,600,300,-600,nan,-0,-998.03046986189588,-998.03046986189588,-300,nan,nan,-300
1,0,-300,0,-300,300,1000,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,0,300,-600,nan,-0,-997.95429275934555,-997.95429275934555,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,0,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,1,300,-600,nan,-0,-997.85497784572874,-997.85497784572874,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,1,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,-1,300,-600,nan,-0,-997.84363151247487,-997.84363151247487,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,-1,300,-600,-0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,0.5,300,-600,nan,-0,-998.03594906468368,-998.03594906468368,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,0.5,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,-0.25,300,-600,nan,-0,-997.88022999003715,-997.88022999003715,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,-0.25,300,-600,-0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,0.125,300,-600,nan,-0,-997.93934472427964,-997.93934472427964,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,0.125,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,-1000,300,-600,nan,-0,-998.01421559247024,-998.01421559247024,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,-1000,300,-600,-0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,1000,300,-600,nan,-0,-997.9884016992828,-997.9884016992828,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,1000,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,600,300,-600,nan,-0,-997.97379423609641,-997.97379423609641,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,1,-300,0,-300,300,-600,600,300,-600,nan,-0,-997.83833167268983,-997.83833167268983,-300,nan,nan,-300
1,1,-300,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,-1,-300,0,-300,300,-600,600,300,-600,nan,-0,-997.80324484405071,-997.80324484405071,-300,nan,nan,-300
1,-1,-300,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0.5,-300,0,-300,300,-600,600,300,-600,nan,-0,-997.85607827878505,-997.85607827878505,-300,nan,nan,-300
1,0.5,-300,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,-0.25,-300,0,-300,300,-600,600,300,-600,nan,-0,-998.0320807334532,-998.0320807334532,-300,nan,nan,-300
1,-0.25,-300,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0.125,-300,0,-300,300,-600,600,300,-600,nan,-0,-997.85320081103987,-997.85320081103987,-300,nan,nan,-300
1,0.125,-300,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,-1000,-300,0,-300,300,-600,600,300,-600,nan,-0,-997.89921372061963,-997.89921372061963,-997.89921372061963,nan,nan,-1000
1,-1000,-300,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,1000,-300,0,-300,300,-600,600,300,-600,nan,-0,-997.89519117575549,-997.89519117575549,-300,nan,nan,-300
1,1000,-300,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,0,0,-300,300,-600,600,300,-600,nan,-0,-997.99242676988001,-997.99242676988001,0,nan,nan,0
1,0,0,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,1,0,-300,300,-600,600,300,-600,nan,-0,-997.8146258998953,-997.8146258998953,0,nan,nan,0
1,0,1,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-1,0,-300,300,-600,600,300,-600,nan,-0,-997.87367446550627,-997.87367446550627,-1,nan,nan,-1
1,0,-1,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,0.5,0,-300,300,-600,600,300,-600,nan,-0,-997.83159332700427,-997.83159332700427,0,nan,nan,0
1,0,0.5,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-0.25,0,-300,300,-600,600,300,-600,nan,-0,-997.83499521248734,-997.83499521248734,-0.25,nan,nan,-0.25
1,0,-0.25,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,0.125,0,-300,300,-600,600,300,-600,nan,-0,-997.97181045201091,-997.97181045201091,0,nan,nan,0
1,0,0.125,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-1000,0,-300,300,-600,600,300,-600,nan,-0,-997.96694275792038,-997.96694275792038,-1000,nan,nan,-1000
1,0,-1000,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,1000,0,-300,300,-600,600,300,-600,nan,-0,-997.89731539170816,-997.89731539170816,0,nan,nan,0
1,0,1000,0,-300,300,-600,600,300,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,600,0,-600,nan,-0,-997.95614398466398,-997.95614398466398,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,0,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,600,1,-600,nan,-0,-997.8684235914119,-997.8684235914119,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,1,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,600,-1,-600,nan,-0,-997.83138749648663,-997.83138749648663,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,-1,-600,-0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,600,0.5,-600,nan,-0,-998.01291868497606,-998.01291868497606,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,0.5,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,600,-0.25,-600,nan,-0,-997.8542064367391,-997.8542064367391,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,-0.25,-600,-0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,600,0.125,-600,nan,-0,-997.84314244147163,-997.84314244147163,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,0.125,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,600,-1000,-600,nan,-0,-998.03307752983767,-998.03307752983767,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,-1000,-600,-0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,600,1000,-600,nan,-0,-997.95128423636152,-997.95128423636152,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,1000,-600,0,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0,-300,300,-600,600,300,0,nan,-0,-998.01278653344229,-998.01278653344229,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,300,0,0,nan,nan,nan,nan,nan,nan,0
0,0,-300,0,-300,300,-600,600,300,1,nan,-0,-997.8646203538442,-997.8646203538442,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,300,1,0,nan,nan,nan,nan,nan,nan,1
0,0,-300,0,-300,300,-600,600,300,-1,nan,-0,-997.85053304814085,-997.85053304814085,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,300,-1,0,nan,nan,nan,nan,nan,nan,-1
0,0,-300,0,-300,300,-600,600,300,0.5,nan,-0,-997.89385812686862,-997.89385812686862,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,300,0.5,0,nan,nan,nan,nan,nan,nan,0.5
0,0,-300,0,-300,300,-600,600,300,-0.25,nan,-0,-998.04785958696505,-998.04785958696505,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,300,-0.25,0,nan,nan,nan,nan,nan,nan,-0.25
0,0,-300,0,-300,300,-600,600,300,0.125,nan,-0,-997.89362200497794,-997.89362200497794,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,300,0.125,0,nan,nan,nan,nan,nan,nan,0.125
0,0,-300,0,-300,300,-600,600,300,-1000,nan,-0,-997.9883539216703,-997.9883539216703,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,300,-1000,0,nan,nan,nan,nan,nan,nan,-1000
0,0,-300,0,-300,300,-600,600,300,1000,nan,-0,-997.82009329619973,-997.82009329619973,-300,nan,nan,-300
1,0,-300,0,-300,300,-600,600,300,1000,0,nan,nan,nan,nan,nan,nan,1000
0,0,-300,1,-300,300,-600,600,300,-600,nan,-300,-997.99778356828301,89002.00221643172,-300,nan,nan,-300
1,0,-300,1,-300,300,-600,600,300,-600,1,nan,nan,nan,nan,nan,nan,-600
0,0,-300,-1,-300,300,-600,600,300,-600,nan,300,-997.96020151629534,-90997.960201516296,-300,nan,nan,-300
1,0,-300,-1,-300,300,-600,600,300,-600,-1,nan,nan,nan,nan,nan,nan,-600
0,0,-300,2,-300,300,-600,600,300,-600,nan,-600,-998.01376779469626,179001.98623220529,-300,nan,nan,-300
1,0,-300,2,-300,300,-600,600,300,-600,2,nan,nan,nan,nan,nan,nan,-600
0,0,-300,-2,-300,300,-600,600,300,-600,nan,600,-997.84332690714916,-180997.84332690714,-300,nan,nan,-300
1,0,-300,-2,-300,300,-600,600,300,-600,-2,nan,nan,nan,nan,nan,nan,-600
0,0,-300,3,-300,300,-600,600,300,-600,nan,-900,-998.04284996027468,269001.95715003973,-300,nan,nan,-300
1,0,-300,3,-300,300,-600,600,300,-600,3,nan,nan,nan,nan,nan,nan,-600
0,0,-300,1.0000000000000002,-300,300,-600,600,300,-600,nan,-300.00000000000006,-997.82217195506257,89002.177828044951,-300,nan,nan,-300
1,0,-300,1.0000000000000002,-300,300,-600,600,300,-600,1.0000000000000002,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0.99999999999999989,-300,300,-600,600,300,-600,nan,-299.99999999999994,-998.02530060560537,89001.974699394385,-300,nan,nan,-300
1,0,-300,0.99999999999999989,-300,300,-600,600,300,-600,0.99999999999999978,nan,nan,nan,nan,nan,nan,-600
0,0,-300,0.99999999999900002,-300,300,-600,600,300,-600,nan,-299.99999999969998,-998.000616562451,89001.999383347546,-300,nan,nan,-300
1,0,-300,0.99999999999900002,-300,300,-600,600,300,-600,0.99999999999899991,nan,nan,nan,nan,nan,nan,-600
0,0,-300,1.5800000000000001,-300,300,-600,600,300,-600,nan,-474,-997.98983851304013,141202.01016148695,-300,nan,nan,-300
1,0,-300,1.5800000000000001,-300,300,-600,600,300,-600,1.5799999999999998,nan,nan,nan,nan,nan,nan,-600
0,0,-300,-1.5800000000000001,-300,300,-600,600,300,-600,nan,474,-997.82184567452384,-143197.82184567454,-300,nan,nan,-300
1,0,-300,-1.5800000000000001,-300,300,-600,600,300,-600,-1.5799999999999998,nan,nan,nan,nan,nan,nan,-600
0,0,-300,3.1600000000000001,-300,300,-600,600,300,-600,nan,-948,-997.81644934936719,283402.18355065066,-300,nan,nan,-300
1,0,-300,3.1600000000000001,-300,300,-600,600,300,-600,3.1599999999999997,nan,nan,nan,nan,nan,nan,-600
0,0,-300,-3.1600000000000001,-300,300,-600,600,300,-600,nan,948,-997.8161857564877,-285397.81618575647,-300,nan,nan,-300
1,0,-300,-3.1600000000000001,-300,300,-600,600,300,-600,-3.1599999999999997,nan,nan,nan,nan,nan,nan,-600
0,0,-300,4.7400000000000002,-300,300,-600,600,300,-600,nan,-1422,-997.90692601678268,425602.09307398321,-300,nan,nan,-300
1,0,-300,4.7400000000000002,-300,300,-600,600,300,-600,4.7400000000000002,nan,nan,nan,nan,nan,nan,-600
0,0,-300,1.5800000000000003,-300,300,-600,600,300,-600,nan,-474.00000000000011,-997.88816390371937,141202.1118360963,-300,nan,nan,-300
1,0,-300,1.5800000000000003,-300,300,-600,600,300,-600,1.5800000000000005,nan,nan,nan,nan,nan,nan,-600
0,0,-300,1.5799999999999998,-300,300,-600,600,300,-600,nan,-473.99999999999994,-997.80186737747022,141202.19813262252,-300,nan,nan,-300
1,0,-300,1.5799999999999998,-300,300,-600,600,300,-600,1.5800000000000001,nan,nan,nan,nan,nan,nan,-600
0,0,-300,1.57999999999842,-300,300,-600,600,300,-600,nan,-473.99999999952598,-997.97002905504235,141202.02997080275,-300,nan,nan,-300
1,0,-300,1.57999999999842,-300,300,-600,600,300,-600,1.5799999999984198,nan,nan,nan,nan,nan,nan,-600
0,0,-300,4,-300,300,-600,600,300,-600,nan,-1200,-997.98982740496149,359002.01017259504,-300,nan,nan,-300
1,0,-300,4,-300,300,-600,600,300,-600,4,nan,nan,nan,nan,nan,nan,-600
0,0,-300,-4,-300,300,-600,600,300,-600,nan,1200,-997.95003537165485,-360997.95003537164,-300,nan,nan,-300
1,0,-300,-4,-300,300,-600,600,300,-600,-4,nan,nan,nan,nan,nan,nan,-600
0,0,-300,6,-300,300,-600,600,300,-600,nan,-1800,-997.89658552096228,539002.10341447906,-300,nan,nan,-300
1,0,-300,6,-300,300,-600,600,300,-600,6,nan,nan,nan,nan,nan,nan,-600
0,0,-300,2.0000000000000004,-300,300,-600,600,300,-600,nan,-600.00000000000011,-997.98682111208632,179002.01317888795,-300,nan,nan,-300
1,0,-300,2.0000000000000004,-300,300,-600,600,300,-600,2.0000000000000004,nan,nan,nan,nan,nan,nan,-600
0,0,-300,1.9999999999999998,-300,300,-600,600,300,-600,nan,-599.99999999999989,-997.93844373116167,179002.0615562688,-300,nan,nan,-300
1,0,-300,1.9999999999999998,-300,300,-600,600,300,-600,1.9999999999999996,nan,nan,nan,nan,nan,nan,-600
0,0,-300,1.999999999998,-300,300,-600,600,300,-600,nan,-599.99999999939996,-998.03670853712197,179001.96329128288,-300,nan,nan,-300
1,0,-300,1.999999999998,-300,300,-600,600,300,-600,1.9999999999979998,nan,nan,nan,nan,nan,nan,-600
0,0,-300,-3,-300,300,-600,600,300,-600,nan,900,-997.95541126204671,-270997.95541126205,-300,nan,nan,-300
1,0,-300,-3,-300,300,-600,600,300,-600,-3,nan,nan,nan,nan,nan,nan,-600
0,0,-300,-6,-300,300,-600,600,300,-600,nan,1800,-997.92958190528952,-540997.92958190525,-300,nan,nan,-300
1,0,-300,-6,-300,300,-600,600,300,-600,-6,nan,nan,nan,nan,nan,nan,-600
0,0,-300,9,-300,300,-600,600,300,-600,nan,-2700,-997.81006191024835,809002.18993808969,-300,nan,nan,-300
1,0,-300,9,-300,300,-600,600,300,-600,9,nan,nan,nan,nan,nan,nan,-600
0,0,-300,3.0000000000000004,-300,300,-600,600,300,-600,nan,-900.00000000000011,-997.92719988871738,269002.07280011132,-300,nan,nan,-300
1,0,-300,3.0000000000000004,-300,300,-600,600,300,-600,3.0000000000000004,nan,nan,nan,nan,nan,nan,-600
0,0,-300,2.9999999999999996,-300,300,-600,600,300,-600,nan,-899.99999999999989,-997.84542402070963,269002.15457597922,-300,nan,nan,-300
1,0,-300,2.9999999999999996,-300,300,-600,600,300,-600,2.9999999999999991,nan,nan,nan,nan,nan,nan,-600
0,0,-300,2.9999999999970002,-300,300,-600,600,300,-600,nan,-899.99999999910005,-997.91383256907795,269002.08616716095,-300,nan,nan,-300
1,0,-300,2.9999999999970002,-300,300,-600,600,300,-600,2.9999999999970002,nan,nan,nan,nan,nan,nan,-600
0,0,-300,8,-300,300,-600,600,300,-600,nan,-2400,-998.01946055111864,719001.98053944891,-300,nan,nan,-300
1,0,-300,8,-300,300,-600,600,300,-600,8,nan,nan,nan,nan,nan,nan,-600
0,0,-300,-8,-300,300,-600,600,300,-600,nan,2400,-997.81355149379476,-720997.8135514938,-300,nan,nan,-300
1,0,-300,-8,-300,300,-600,600,300,-600,-8,nan,nan,nan,nan,nan,nan,-600
0,0,-300,12,-300,300,-600,600,300,-600,nan,-3600,-997.9581686054654,1079002.0418313944,-300,nan,nan,-300
1,0,-300,12,-300,300,-600,600,300,-600,12,nan,nan,nan,nan,nan,nan,-600
